"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neurotocism","agreeableness","conscientiousness","openness"
39,"Female","IN",3,5,4,2,2,2,5,5,5,3,3,3,5,5,5,"3, 5, 4","2, 2, 2","5 5 5","3 3 3","5 5 5"
16,"Male","US",3,4,4,4,3,1,4,3,3,4,5,4,3,5,4,"3, 4, 4","4, 3, 1","4 3 3","4 5 4","3 5 4"
30,"Male","CH",4,4,5,2,3,5,5,5,5,3,2,3,5,5,5,"4, 4, 5","2, 3, 5","5 5 5","3 2 3","5 5 5"
16,"Female","US",5,5,5,3,2,3,5,4,4,4,5,3,5,5,5,"5, 5, 5","3, 2, 3","5 4 4","4 5 3","5 5 5"
20,"Female","GB",4,3,4,5,3,2,4,2,3,1,5,1,5,2,4,"4, 3, 4","5, 3, 2","4 2 3","1 5 1","5 2 4"
14,"Female","SG",1,5,4,4,4,2,4,4,4,2,5,2,4,4,4,"1, 5, 4","4, 4, 2","4 4 4","2 5 2","4 4 4"
51,"Female","US",1,3,1,3,5,1,5,5,5,4,5,5,1,3,2,"1, 3, 1","3, 5, 1","5 5 5","4 5 5","1 3 2"
35,"Female","US",4,4,3,2,4,1,3,5,4,5,5,5,4,5,5,"4, 4, 3","2, 4, 1","3 5 4","5 5 5","4 5 5"
66,"Male","US",3,3,3,3,4,3,4,4,4,2,3,4,4,2,4,"3, 3, 3","3, 4, 3","4 4 4","2 3 4","4 2 4"
17,"Male","US",5,5,4,1,2,1,4,5,4,3,5,3,5,5,5,"5, 5, 4","1, 2, 1","4 5 4","3 5 3","5 5 5"
16,"Female","US",4,3,4,5,5,3,5,5,5,4,4,3,5,5,5,"4, 3, 4","5, 5, 3","5 5 5","4 4 3","5 5 5"
20,"Female","PH",4,5,5,4,4,2,5,5,4,2,4,2,4,5,4,"4, 5, 5","4, 4, 2","5 5 4","2 4 2","4 5 4"
33,"Male","GB",2,3,3,4,2,4,2,2,3,3,4,1,4,5,4,"2, 3, 3","4, 2, 4","2 2 3","3 4 1","4 5 4"
17,"Female","US",3,2,1,5,4,4,3,3,3,4,3,3,5,2,5,"3, 2, 1","5, 4, 4","3 3 3","4 3 3","5 2 5"
16,"Female","US",1,2,2,5,5,4,4,5,3,5,4,5,5,4,3,"1, 2, 2","5, 5, 4","4 5 3","5 4 5","5 4 3"
17,"Female","US",3,4,5,5,4,4,4,5,4,4,5,4,4,5,4,"3, 4, 5","5, 4, 4","4 5 4","4 5 4","4 5 4"
17,"Male","US",4,5,5,1,3,1,5,4,5,5,5,5,3,5,5,"4, 5, 5","1, 3, 1","5 4 5","5 5 5","3 5 5"
18,"Female","US",4,5,5,4,3,3,5,4,4,2,3,2,5,2,5,"4, 5, 5","4, 3, 3","5 4 4","2 3 2","5 2 5"
45,"Female","US",3,5,5,3,5,4,5,5,4,5,4,5,5,4,4,"3, 5, 5","3, 5, 4","5 5 4","5 4 5","5 4 4"
19,"Male","HU",4,5,5,2,3,1,5,2,3,4,4,2,5,5,5,"4, 5, 5","2, 3, 1","5 2 3","4 4 2","5 5 5"
18,"Female","US",2,3,3,5,4,2,4,2,2,5,4,4,4,3,3,"2, 3, 3","5, 4, 2","4 2 2","5 4 4","4 3 3"
19,"Male","GH",2,3,3,3,4,2,3,3,4,3,2,1,3,3,2,"2, 3, 3","3, 4, 2","3 3 4","3 2 1","3 3 2"
17,"Female","GH",3,3,5,5,5,3,5,5,5,1,3,5,5,5,5,"3, 3, 5","5, 5, 3","5 5 5","1 3 5","5 5 5"
20,"Male","GB",3,3,4,2,4,2,5,4,3,3,5,3,5,4,5,"3, 3, 4","2, 4, 2","5 4 3","3 5 3","5 4 5"
16,"Female","GH",1,5,5,1,1,1,5,5,5,5,5,3,5,5,5,"1, 5, 5","1, 1, 1","5 5 5","5 5 3","5 5 5"
17,"Female","SA",1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,"1, 5, 5","1, 1, 5","5 5 5","5 5 5","5 5 5"
20,"Female","US",2,5,3,2,2,1,5,4,4,4,4,4,3,5,5,"2, 5, 3","2, 2, 1","5 4 4","4 4 4","3 5 5"
18,"Female","GH",1,3,1,3,5,5,3,5,4,3,4,2,3,5,3,"1, 3, 1","3, 5, 5","3 5 4","3 4 2","3 5 3"
22,"Female","GB",3,5,4,3,3,1,5,4,3,4,5,3,3,3,3,"3, 5, 4","3, 3, 1","5 4 3","4 5 3","3 3 3"
33,"Male","GB",1,1,1,3,3,4,3,4,2,2,3,4,4,4,4,"1, 1, 1","3, 3, 4","3 4 2","2 3 4","4 4 4"
20,"Male","SE",1,1,1,1,1,1,1,1,1,3,2,1,1,4,4,"1, 1, 1","1, 1, 1","1 1 1","3 2 1","1 4 4"
30,"Male","GB",2,3,4,5,4,5,5,4,4,1,3,3,5,4,5,"2, 3, 4","5, 4, 5","5 4 4","1 3 3","5 4 5"
58,"Female","CA",2,4,4,2,4,2,5,4,5,3,5,2,4,5,5,"2, 4, 4","2, 4, 2","5 4 5","3 5 2","4 5 5"
26,"Male","US",1,5,4,5,5,1,5,5,5,3,5,1,4,5,2,"1, 5, 4","5, 5, 1","5 5 5","3 5 1","4 5 2"
18,"Female","PH",1,1,2,4,5,4,3,5,3,3,4,3,3,4,2,"1, 1, 2","4, 5, 4","3 5 3","3 4 3","3 4 2"
19,"Female","US",2,2,2,5,5,4,3,5,5,4,4,3,5,4,4,"2, 2, 2","5, 5, 4","3 5 5","4 4 3","5 4 4"
15,"Female","US",1,1,1,4,5,4,3,4,3,2,4,4,3,3,3,"1, 1, 1","4, 5, 4","3 4 3","2 4 4","3 3 3"
20,"Female","US",5,5,5,3,4,2,5,4,5,3,4,3,3,4,4,"5, 5, 5","3, 4, 2","5 4 5","3 4 3","3 4 4"
24,"Male","US",3,5,5,2,2,3,5,4,3,3,5,3,5,5,5,"3, 5, 5","2, 2, 3","5 4 3","3 5 3","5 5 5"
31,"Male","US",5,5,4,2,2,2,4,4,4,3,4,2,5,4,5,"5, 5, 4","2, 2, 2","4 4 4","3 4 2","5 4 5"
25,"Male","US",3,5,2,3,5,2,3,5,4,2,3,3,5,3,3,"3, 5, 2","3, 5, 2","3 5 4","2 3 3","5 3 3"
21,"Female","US",3,5,5,3,4,3,5,5,3,3,4,3,5,3,4,"3, 5, 5","3, 4, 3","5 5 3","3 4 3","5 3 4"
21,"Female","US",4,4,4,4,4,4,4,5,5,4,4,4,4,5,3,"4, 4, 4","4, 4, 4","4 5 5","4 4 4","4 5 3"
38,"Female","US",3,3,2,4,5,5,3,4,1,4,3,3,1,4,3,"3, 3, 2","4, 5, 5","3 4 1","4 3 3","1 4 3"
18,"Female","US",3,3,3,5,5,3,3,5,4,3,3,1,5,2,3,"3, 3, 3","5, 5, 3","3 5 4","3 3 1","5 2 3"
20,"Female","US",4,4,4,4,4,2,4,4,5,2,4,3,4,4,5,"4, 4, 4","4, 4, 2","4 4 5","2 4 3","4 4 5"
31,"Female","US",1,5,5,2,3,1,3,5,5,3,5,5,3,5,5,"1, 5, 5","2, 3, 1","3 5 5","3 5 5","3 5 5"
24,"Male","US",5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,"5, 5, 5","1, 1, 1","5 5 5","5 5 5","5 5 5"
38,"Female","US",2,4,4,2,3,2,3,4,4,4,4,3,3,4,3,"2, 4, 4","2, 3, 2","3 4 4","4 4 3","3 4 3"
35,"Female","US",3,5,5,3,4,1,5,5,5,4,3,2,3,4,5,"3, 5, 5","3, 4, 1","5 5 5","4 3 2","3 4 5"
22,"Female","US",3,4,5,2,4,2,4,4,4,3,4,3,5,4,4,"3, 4, 5","2, 4, 2","4 4 4","3 4 3","5 4 4"
22,"Female","US",5,5,5,1,5,1,5,5,5,3,5,5,5,5,5,"5, 5, 5","1, 5, 1","5 5 5","3 5 5","5 5 5"
29,"Female","US",2,3,2,4,5,2,5,5,4,3,3,3,5,3,3,"2, 3, 2","4, 5, 2","5 5 4","3 3 3","5 3 3"
48,"Female","US",3,3,3,3,4,3,3,3,3,3,4,5,3,3,3,"3, 3, 3","3, 4, 3","3 3 3","3 4 5","3 3 3"
54,"Female","US",5,5,5,4,5,2,5,5,5,4,5,5,2,2,2,"5, 5, 5","4, 5, 2","5 5 5","4 5 5","2 2 2"
20,"Female","GB",3,3,3,4,4,4,4,5,4,5,4,3,3,4,2,"3, 3, 3","4, 4, 4","4 5 4","5 4 3","3 4 2"
16,"Female","US",2,1,2,5,5,4,3,4,3,3,3,3,4,3,3,"2, 1, 2","5, 5, 4","3 4 3","3 3 3","4 3 3"
23,"Female","SG",4,4,4,2,3,2,4,5,5,4,5,4,5,5,4,"4, 4, 4","2, 3, 2","4 5 5","4 5 4","5 5 4"
17,"Female","US",1,3,1,4,4,3,4,5,5,2,4,5,5,3,3,"1, 3, 1","4, 4, 3","4 5 5","2 4 5","5 3 3"
19,"Male","US",3,4,4,2,2,2,4,4,4,2,4,4,3,4,4,"3, 4, 4","2, 2, 2","4 4 4","2 4 4","3 4 4"
43,"Male","US",4,5,5,2,3,2,5,5,4,4,4,4,4,4,4,"4, 5, 5","2, 3, 2","5 5 4","4 4 4","4 4 4"
18,"Male","US",1,1,1,1,3,5,1,1,1,4,1,5,5,4,5,"1, 1, 1","1, 3, 5","1 1 1","4 1 5","5 4 5"
24,"Female","PH",3,4,4,4,5,4,4,4,5,3,5,4,2,3,2,"3, 4, 4","4, 5, 4","4 4 5","3 5 4","2 3 2"
16,"Female","CA",4,4,5,2,2,2,4,5,4,3,4,3,5,3,5,"4, 4, 5","2, 2, 2","4 5 4","3 4 3","5 3 5"
17,"Male","US",2,4,2,4,4,3,3,4,2,2,4,3,2,4,2,"2, 4, 2","4, 4, 3","3 4 2","2 4 3","2 4 2"
19,"Male","IN",5,2,4,5,5,5,5,5,3,3,5,4,5,4,5,"5, 2, 4","5, 5, 5","5 5 3","3 5 4","5 4 5"
53,"Female","US",2,4,5,2,4,4,4,4,5,4,4,4,4,5,4,"2, 4, 5","2, 4, 4","4 4 5","4 4 4","4 5 4"
55,"Female","US",4,4,3,4,4,4,4,4,4,3,4,2,5,4,5,"4, 4, 3","4, 4, 4","4 4 4","3 4 2","5 4 5"
17,"Female","US",4,5,5,4,5,2,5,5,4,5,4,5,4,3,5,"4, 5, 5","4, 5, 2","5 5 4","5 4 5","4 3 5"
43,"Male","US",3,3,3,3,4,2,1,1,2,5,5,5,5,5,5,"3, 3, 3","3, 4, 2","1 1 2","5 5 5","5 5 5"
20,"Female","US",3,2,2,4,4,1,1,2,3,5,5,2,5,5,5,"3, 2, 2","4, 4, 1","1 2 3","5 5 2","5 5 5"
72,"Male","IE",2,3,3,5,4,2,5,4,3,2,4,3,3,4,3,"2, 3, 3","5, 4, 2","5 4 3","2 4 3","3 4 3"
21,"Female","CA",2,4,2,5,5,4,4,4,3,4,4,2,3,4,3,"2, 4, 2","5, 5, 4","4 4 3","4 4 2","3 4 3"
34,"Female","US",3,5,5,5,5,2,5,5,5,5,5,3,5,5,5,"3, 5, 5","5, 5, 2","5 5 5","5 5 3","5 5 5"
30,"Female","US",3,3,3,5,5,4,4,3,4,4,4,3,5,4,4,"3, 3, 3","5, 5, 4","4 3 4","4 4 3","5 4 4"
17,"Male","PH",3,3,2,3,3,3,3,3,5,2,3,3,3,4,4,"3, 3, 2","3, 3, 3","3 3 5","2 3 3","3 4 4"
40,"Female","US",1,2,1,3,3,3,3,4,4,4,5,5,1,4,3,"1, 2, 1","3, 3, 3","3 4 4","4 5 5","1 4 3"
18,"Male","GB",2,3,3,3,5,1,4,5,3,4,4,4,4,3,3,"2, 3, 3","3, 5, 1","4 5 3","4 4 4","4 3 3"
14,"Female","GB",3,3,3,3,4,3,5,4,4,4,5,2,5,4,5,"3, 3, 3","3, 4, 3","5 4 4","4 5 2","5 4 5"
29,"Female","JM",2,3,4,2,3,2,3,4,4,4,5,4,4,5,4,"2, 3, 4","2, 3, 2","3 4 4","4 5 4","4 5 4"
25,"Female","HK",4,4,4,3,2,2,4,4,4,4,4,4,3,4,4,"4, 4, 4","3, 2, 2","4 4 4","4 4 4","3 4 4"
16,"Female","SE",2,3,4,3,5,2,5,5,2,1,3,2,2,5,3,"2, 3, 4","3, 5, 2","5 5 2","1 3 2","2 5 3"
48,"Male","GB",3,5,4,2,2,4,5,5,4,4,3,3,4,4,3,"3, 5, 4","2, 2, 4","5 5 4","4 3 3","4 4 3"
25,"Male","IN",1,2,3,2,2,1,2,4,4,4,4,3,5,5,4,"1, 2, 3","2, 2, 1","2 4 4","4 4 3","5 5 4"
18,"Female","GB",2,4,5,2,5,4,5,4,3,2,4,4,1,4,3,"2, 4, 5","2, 5, 4","5 4 3","2 4 4","1 4 3"
22,"Female","NL",2,3,4,2,5,5,4,4,4,4,4,2,5,4,5,"2, 3, 4","2, 5, 5","4 4 4","4 4 2","5 4 5"
21,"Male","US",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"3, 3, 3","3, 3, 3","3 3 3","3 3 3","3 3 3"
24,"Male","US",3,3,2,5,4,4,4,4,2,2,3,2,5,5,5,"3, 3, 2","5, 4, 4","4 4 2","2 3 2","5 5 5"
22,"Female","AR",4,4,4,3,2,2,2,4,2,2,2,1,3,3,3,"4, 4, 4","3, 2, 2","2 4 2","2 2 1","3 3 3"
19,"Female","GB",3,4,4,2,4,3,5,5,5,4,4,4,5,4,3,"3, 4, 4","2, 4, 3","5 5 5","4 4 4","5 4 3"
49,"Male","US",4,4,5,3,3,2,5,4,5,4,5,4,5,5,5,"4, 4, 5","3, 3, 2","5 4 5","4 5 4","5 5 5"
48,"Male","US",1,2,2,3,3,4,3,4,3,4,2,3,4,4,4,"1, 2, 2","3, 3, 4","3 4 3","4 2 3","4 4 4"
22,"Female","US",2,4,5,4,4,2,5,5,5,4,5,5,4,5,4,"2, 4, 5","4, 4, 2","5 5 5","4 5 5","4 5 4"
34,"Female","IN",2,2,4,4,4,4,4,3,4,3,3,4,4,4,4,"2, 2, 4","4, 4, 4","4 3 4","3 3 4","4 4 4"
18,"Female","NL",3,4,3,2,2,2,4,4,4,2,2,2,5,3,4,"3, 4, 3","2, 2, 2","4 4 4","2 2 2","5 3 4"
21,"Female","PL",1,2,2,4,4,5,3,3,3,4,4,5,4,3,2,"1, 2, 2","4, 4, 5","3 3 3","4 4 5","4 3 2"
20,"Male","IN",1,2,2,3,4,3,2,3,2,1,2,2,4,3,2,"1, 2, 2","3, 4, 3","2 3 2","1 2 2","4 3 2"
42,"Female","US",2,5,2,1,4,1,5,4,4,5,5,5,4,2,4,"2, 5, 2","1, 4, 1","5 4 4","5 5 5","4 2 4"
20,"Male","US",3,4,4,1,2,4,5,4,4,4,4,2,4,4,4,"3, 4, 4","1, 2, 4","5 4 4","4 4 2","4 4 4"
38,"Male","US",3,2,2,5,4,4,2,3,3,3,3,4,3,4,3,"3, 2, 2","5, 4, 4","2 3 3","3 3 4","3 4 3"
17,"Male","US",2,2,2,5,4,2,4,2,2,2,4,3,5,5,5,"2, 2, 2","5, 4, 2","4 2 2","2 4 3","5 5 5"
21,"Female","LK",5,5,4,4,5,5,3,4,4,4,5,5,4,2,4,"5, 5, 4","4, 5, 5","3 4 4","4 5 5","4 2 4"
29,"Male","US",2,5,5,1,1,1,5,5,5,5,5,5,4,5,5,"2, 5, 5","1, 1, 1","5 5 5","5 5 5","4 5 5"
17,"Female","CA",3,1,1,3,5,5,2,1,3,2,5,1,5,3,3,"3, 1, 1","3, 5, 5","2 1 3","2 5 1","5 3 3"
32,"Female","US",2,3,3,4,4,4,4,5,4,4,2,4,5,4,4,"2, 3, 3","4, 4, 4","4 5 4","4 2 4","5 4 4"
15,"Male","US",1,4,4,1,4,3,5,4,3,3,4,2,5,4,4,"1, 4, 4","1, 4, 3","5 4 3","3 4 2","5 4 4"
64,"Male","US",2,3,3,4,4,4,3,3,2,2,2,2,4,4,4,"2, 3, 3","4, 4, 4","3 3 2","2 2 2","4 4 4"
16,"Male","US",5,4,4,1,2,1,2,2,5,1,2,1,5,4,5,"5, 4, 4","1, 2, 1","2 2 5","1 2 1","5 4 5"
14,"Female","ZA",4,3,3,1,1,2,3,5,4,1,4,1,5,5,4,"4, 3, 3","1, 1, 2","3 5 4","1 4 1","5 5 4"
59,"Male","US",4,4,4,1,1,3,5,5,5,3,2,2,5,5,5,"4, 4, 4","1, 1, 3","5 5 5","3 2 2","5 5 5"
16,"Female","US",3,3,3,2,2,2,4,4,4,2,3,2,5,2,3,"3, 3, 3","2, 2, 2","4 4 4","2 3 2","5 2 3"
23,"Female","US",3,3,3,3,4,2,4,3,3,4,4,3,5,5,3,"3, 3, 3","3, 4, 2","4 3 3","4 4 3","5 5 3"
53,"Male","CA",4,4,5,2,3,3,5,5,5,5,3,2,4,5,5,"4, 4, 5","2, 3, 3","5 5 5","5 3 2","4 5 5"
48,"Male","GB",1,1,2,5,5,3,4,5,4,3,4,2,5,3,3,"1, 1, 2","5, 5, 3","4 5 4","3 4 2","5 3 3"
18,"Male","PK",5,2,3,5,2,3,4,3,5,1,4,5,3,2,4,"5, 2, 3","5, 2, 3","4 3 5","1 4 5","3 2 4"
20,"Male","IN",2,2,3,3,5,4,3,3,3,4,3,2,5,5,5,"2, 2, 3","3, 5, 4","3 3 3","4 3 2","5 5 5"
25,"Male","IN",4,4,3,4,4,5,4,5,5,3,3,5,3,5,5,"4, 4, 3","4, 4, 5","4 5 5","3 3 5","3 5 5"
22,"Male","IN",2,3,2,4,2,4,3,3,4,2,2,3,2,2,3,"2, 3, 2","4, 2, 4","3 3 4","2 2 3","2 2 3"
53,"Female","US",1,5,5,2,5,1,5,5,5,5,5,5,5,5,5,"1, 5, 5","2, 5, 1","5 5 5","5 5 5","5 5 5"
23,"Female","US",3,3,4,4,3,3,5,5,5,4,4,3,5,4,5,"3, 3, 4","4, 3, 3","5 5 5","4 4 3","5 4 5"
23,"Male","FR",3,4,1,3,4,4,4,5,3,4,3,4,5,4,4,"3, 4, 1","3, 4, 4","4 5 3","4 3 4","5 4 4"
18,"Male","US",4,4,5,3,3,2,4,5,5,3,4,4,2,3,5,"4, 4, 5","3, 3, 2","4 5 5","3 4 4","2 3 5"
31,"Female","US",2,2,3,4,3,1,3,4,3,4,3,3,4,5,4,"2, 2, 3","4, 3, 1","3 4 3","4 3 3","4 5 4"
18,"Male","PH",2,4,2,1,1,5,2,5,2,2,2,1,4,2,4,"2, 4, 2","1, 1, 5","2 5 2","2 2 1","4 2 4"
15,"Male","US",4,5,4,1,4,1,5,2,4,3,5,2,4,5,5,"4, 5, 4","1, 4, 1","5 2 4","3 5 2","4 5 5"
16,"Female","NO",3,3,4,3,5,2,5,4,3,2,4,2,3,4,3,"3, 3, 4","3, 5, 2","5 4 3","2 4 2","3 4 3"
18,"Female","GB",1,2,1,5,5,5,5,5,3,3,4,3,4,2,2,"1, 2, 1","5, 5, 5","5 5 3","3 4 3","4 2 2"
50,"Female","US",1,1,3,5,5,5,1,5,3,5,5,4,5,5,2,"1, 1, 3","5, 5, 5","1 5 3","5 5 4","5 5 2"
64,"Male","US",2,3,3,2,4,3,4,4,4,5,5,4,4,5,5,"2, 3, 3","2, 4, 3","4 4 4","5 5 4","4 5 5"
18,"Female","US",2,2,2,3,5,4,4,5,4,4,4,3,5,4,5,"2, 2, 2","3, 5, 4","4 5 4","4 4 3","5 4 5"
20,"Male","US",1,3,1,5,5,2,4,4,5,4,5,4,5,5,4,"1, 3, 1","5, 5, 2","4 4 5","4 5 4","5 5 4"
18,"Female","GH",3,5,4,2,2,1,5,5,3,4,4,4,5,2,4,"3, 5, 4","2, 2, 1","5 5 3","4 4 4","5 2 4"
29,"Female","US",1,3,3,4,3,4,3,4,4,3,5,5,4,4,3,"1, 3, 3","4, 3, 4","3 4 4","3 5 5","4 4 3"
21,"Female","US",2,4,4,2,2,2,5,4,4,2,3,1,4,4,4,"2, 4, 4","2, 2, 2","5 4 4","2 3 1","4 4 4"
19,"Female","US",2,3,3,2,3,1,2,2,3,4,4,5,4,3,4,"2, 3, 3","2, 3, 1","2 2 3","4 4 5","4 3 4"
22,"Male","US",3,4,3,1,1,1,4,4,3,4,4,2,4,5,4,"3, 4, 3","1, 1, 1","4 4 3","4 4 2","4 5 4"
20,"Female","GB",2,4,2,2,1,1,3,5,3,5,5,4,1,5,3,"2, 4, 2","2, 1, 1","3 5 3","5 5 4","1 5 3"
18,"Male","GB",1,4,4,5,5,3,5,5,4,5,5,5,4,3,4,"1, 4, 4","5, 5, 3","5 5 4","5 5 5","4 3 4"
18,"Female","US",4,5,5,4,5,2,4,5,4,4,4,5,5,4,5,"4, 5, 5","4, 5, 2","4 5 4","4 4 5","5 4 5"
18,"Female","GB",3,4,3,4,5,4,5,5,3,4,4,4,2,3,3,"3, 4, 3","4, 5, 4","5 5 3","4 4 4","2 3 3"
23,"Male","IL",3,3,1,4,2,4,4,4,2,2,3,1,5,4,5,"3, 3, 1","4, 2, 4","4 4 2","2 3 1","5 4 5"
23,"Female","US",2,2,1,4,4,2,2,3,3,2,4,5,3,4,3,"2, 2, 1","4, 4, 2","2 3 3","2 4 5","3 4 3"
26,"Male","US",4,4,4,4,4,2,3,1,4,4,5,3,5,4,5,"4, 4, 4","4, 4, 2","3 1 4","4 5 3","5 4 5"
26,"Male","US",2,2,1,4,5,4,5,5,3,2,4,1,5,5,5,"2, 2, 1","4, 5, 4","5 5 3","2 4 1","5 5 5"
37,"Female","GB",1,1,1,5,5,5,5,5,4,3,3,1,3,3,3,"1, 1, 1","5, 5, 5","5 5 4","3 3 1","3 3 3"
35,"Female","US",3,3,5,5,4,2,4,5,4,5,2,5,5,5,5,"3, 3, 5","5, 4, 2","4 5 4","5 2 5","5 5 5"
18,"Male","CA",5,4,4,4,3,3,5,5,5,4,3,4,4,4,5,"5, 4, 4","4, 3, 3","5 5 5","4 3 4","4 4 5"
14,"Female","US",2,2,2,4,5,4,1,3,3,3,5,5,5,4,4,"2, 2, 2","4, 5, 4","1 3 3","3 5 5","5 4 4"
26,"Male","ID",4,4,4,3,5,3,3,5,5,5,5,5,4,4,3,"4, 4, 4","3, 5, 3","3 5 5","5 5 5","4 4 3"
35,"Male","GB",4,2,1,5,5,5,4,4,2,4,5,4,4,3,2,"4, 2, 1","5, 5, 5","4 4 2","4 5 4","4 3 2"
49,"Female","NZ",3,5,5,3,4,3,5,5,4,4,4,2,3,3,3,"3, 5, 5","3, 4, 3","5 5 4","4 4 2","3 3 3"
17,"Male","US",2,1,3,1,1,2,4,2,3,1,2,1,5,3,5,"2, 1, 3","1, 1, 2","4 2 3","1 2 1","5 3 5"
68,"Female","US",3,5,5,2,3,1,5,4,4,3,5,4,5,3,5,"3, 5, 5","2, 3, 1","5 4 4","3 5 4","5 3 5"
26,"Male","US",2,2,1,4,5,5,5,4,3,2,4,1,5,5,5,"2, 2, 1","4, 5, 5","5 4 3","2 4 1","5 5 5"
22,"Male","US",2,2,2,3,4,2,4,5,3,5,4,4,4,5,4,"2, 2, 2","3, 4, 2","4 5 3","5 4 4","4 5 4"
28,"Female","BG",5,5,5,2,4,2,5,5,5,4,3,4,5,4,4,"5, 5, 5","2, 4, 2","5 5 5","4 3 4","5 4 4"
21,"Female","US",1,1,1,4,4,4,4,2,2,2,4,2,3,4,3,"1, 1, 1","4, 4, 4","4 2 2","2 4 2","3 4 3"
19,"Female","US",2,3,2,4,3,3,3,3,3,3,3,1,3,4,3,"2, 3, 2","4, 3, 3","3 3 3","3 3 1","3 4 3"
18,"Male","GB",5,5,5,4,4,5,5,5,5,4,5,4,4,4,5,"5, 5, 5","4, 4, 5","5 5 5","4 5 4","4 4 5"
43,"Female","US",4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,"4, 5, 5","5, 5, 3","5 5 5","5 5 5","5 5 5"
46,"Male","US",3,4,4,1,2,1,5,5,4,3,4,4,3,4,4,"3, 4, 4","1, 2, 1","5 5 4","3 4 4","3 4 4"
17,"Male","US",2,3,3,2,4,2,3,5,3,4,4,4,4,4,4,"2, 3, 3","2, 4, 2","3 5 3","4 4 4","4 4 4"
30,"Female","CA",1,4,4,5,4,4,5,4,5,5,5,5,5,5,4,"1, 4, 4","5, 4, 4","5 4 5","5 5 5","5 5 4"
16,"Male","GB",1,1,3,4,4,5,4,3,3,1,3,3,4,2,3,"1, 1, 3","4, 4, 5","4 3 3","1 3 3","4 2 3"
26,"Female","US",2,4,4,4,5,4,4,3,4,4,5,3,5,4,5,"2, 4, 4","4, 5, 4","4 3 4","4 5 3","5 4 5"
25,"Male","GB",3,1,4,5,4,5,4,2,3,1,4,1,4,3,4,"3, 1, 4","5, 4, 5","4 2 3","1 4 1","4 3 4"
34,"Female","BR",2,3,5,1,5,1,3,5,5,3,5,4,5,4,4,"2, 3, 5","1, 5, 1","3 5 5","3 5 4","5 4 4"
34,"Male","CA",2,4,2,3,4,3,5,4,4,4,4,4,5,4,4,"2, 4, 2","3, 4, 3","5 4 4","4 4 4","5 4 4"
16,"Female","US",2,5,5,4,4,2,5,5,5,3,5,2,4,4,5,"2, 5, 5","4, 4, 2","5 5 5","3 5 2","4 4 5"
42,"Female","US",3,5,5,4,4,2,5,4,5,4,2,4,4,2,4,"3, 5, 5","4, 4, 2","5 4 5","4 2 4","4 2 4"
20,"Male","IN",2,3,4,1,5,5,5,5,4,4,5,1,5,5,5,"2, 3, 4","1, 5, 5","5 5 4","4 5 1","5 5 5"
18,"Male","BE",2,3,4,4,5,4,4,5,4,3,3,2,5,4,3,"2, 3, 4","4, 5, 4","4 5 4","3 3 2","5 4 3"
15,"Female","US",1,5,1,5,2,4,1,1,1,4,5,1,5,4,3,"1, 5, 1","5, 2, 4","1 1 1","4 5 1","5 4 3"
17,"Female","US",3,5,5,3,5,4,5,5,5,2,3,3,4,4,2,"3, 5, 5","3, 5, 4","5 5 5","2 3 3","4 4 2"
20,"Female","PH",4,5,5,4,4,2,5,4,3,4,4,3,5,3,4,"4, 5, 5","4, 4, 2","5 4 3","4 4 3","5 3 4"
19,"Female","US",5,5,5,3,3,3,5,5,5,3,3,5,4,2,5,"5, 5, 5","3, 3, 3","5 5 5","3 3 5","4 2 5"
28,"Female","AU",3,3,4,3,4,4,4,4,3,4,5,3,5,5,3,"3, 3, 4","3, 4, 4","4 4 3","4 5 3","5 5 3"
16,"Other","BR",3,2,1,4,5,3,4,2,4,3,5,2,4,3,5,"3, 2, 1","4, 5, 3","4 2 4","3 5 2","4 3 5"
20,"Female","US",2,4,4,5,5,5,4,3,4,3,4,2,5,5,4,"2, 4, 4","5, 5, 5","4 3 4","3 4 2","5 5 4"
28,"Female","US",3,2,2,5,5,5,4,3,3,5,5,5,3,4,4,"3, 2, 2","5, 5, 5","4 3 3","5 5 5","3 4 4"
23,"Female","US",2,2,2,5,4,5,2,4,3,2,3,1,2,3,2,"2, 2, 2","5, 4, 5","2 4 3","2 3 1","2 3 2"
54,"Female","AU",2,5,5,1,1,1,5,2,4,2,2,4,5,4,5,"2, 5, 5","1, 1, 1","5 2 4","2 2 4","5 4 5"
30,"Male","AR",3,3,5,1,3,3,5,4,2,3,4,2,4,4,5,"3, 3, 5","1, 3, 3","5 4 2","3 4 2","4 4 5"
23,"Male","US",4,5,5,3,3,1,5,3,5,4,3,4,3,4,4,"4, 5, 5","3, 3, 1","5 3 5","4 3 4","3 4 4"
20,"Female","US",1,5,4,4,2,2,3,3,3,4,4,4,5,4,4,"1, 5, 4","4, 2, 2","3 3 3","4 4 4","5 4 4"
40,"Female","US",4,5,5,3,4,3,5,5,5,3,4,5,3,5,3,"4, 5, 5","3, 4, 3","5 5 5","3 4 5","3 5 3"
52,"Female","US",1,1,1,5,5,5,3,5,5,3,3,5,3,1,1,"1, 1, 1","5, 5, 5","3 5 5","3 3 5","3 1 1"
